Resource,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,NENGREST_nuclear_1,OffShoreWind_Class3_Moderate_fixed_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS,Total
t59,0.0,0.0,1.3610658055857924e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.846724767496739e-7,2.2709562455224123e-7,1.2478746818604943e-6
t60,0.0,0.0,1.850854528868527e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0376644883796,3.1297598753690103e-7,636.0376649864411
t61,0.0,0.0,1.849884623994283e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1299.9737712399938,3.13370714121453e-7,1299.973771738353
t62,0.0,0.0,1.8444497312883254e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001891940671619814,3.129675250120072e-7,0.00018969147966012227
t63,0.0,0.0,1.8389960586694375e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011497221540076798,3.125648373341855e-7,0.00011546867984396911
t64,0.0,0.0,1.8335241523359928e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012269137131608933,3.1216265011166064e-7,0.00012318688638143457
t65,0.0,0.0,4.179825782270112e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1587593074498093e-7,7.193203904907733e-8,5.296062276167594e-7
t66,0.0,0.0,1.630602940260235e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.695993080460213e-8,3.1015096517605715e-8,8.42810567248102e-8
t67,0.0,0.0,4.178058402262064e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1587592998710355e-7,7.198316201369846e-8,5.296396760234227e-7
t68,0.0,0.0,4.177111806901316e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1587593032763356e-7,7.200879551399998e-8,5.296558439106467e-7
t69,0.0,0.0,4.176123822177497e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.158759274852702e-7,7.203447711132687e-8,5.29671642818372e-7
t70,0.0,0.0,4.175094447439233e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0263034169975777e-7,7.206020721598601e-8,3.1644149339013613e-7
t71,0.0,0.0,1.7775399879843727e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.7385629531368,3.062283958382192e-7,804.7385634371192
t72,0.0,0.0,1.7887394167414835e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339.2389414151191,3.0896310786314794e-7,1339.2389419029562
t73,0.0,0.0,1.7830389168389168e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339.2388985382277,3.0856540089729314e-7,1339.238899025097
t74,0.0,0.0,1.7773254441558936e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339.2387699145663,3.0816818773751786e-7,1339.238770400467
t75,0.0,0.0,1.7715993303049155e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.0823675827246,3.077714689061246e-7,691.0823680676559
t76,0.0,0.0,1.7658608824202854e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018590803415693548,3.0737524326900437e-7,0.0001863919954884465
t77,0.0,0.0,1.7601103964536127e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011297540050705116,3.069795103375043e-7,0.00011345839105703401
t78,0.0,0.0,1.7543481354107416e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012055823574875643,3.0658426628616405e-7,0.00012104025482858368
t79,0.0,0.0,4.164351923386458e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.158759072849873e-7,7.229396204601906e-8,5.29813388564871e-7
t80,0.0,0.0,1.6265568900134633e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.695993438877362e-8,3.110570997894821e-8,8.433121326785646e-8
t81,0.0,0.0,4.161582521645336e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15875896922505e-7,7.234644929524091e-8,5.298381714341992e-7
t82,0.0,0.0,4.160132651588878e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1587590899608684e-7,7.237276782864213e-8,5.298500033406178e-7
t83,0.0,0.0,4.9830017982170316e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.589131160907907e-6,8.603115390062e-8,1.7249923327906973e-6
t84,0.0,0.0,5.349621976981108e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.559628567021,9.212449442636727e-8,635.5596287126418
