Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS,Total
t122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.725437035098432e-5,9.250496073173719e-7,3.81794199583017e-5
t123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72548029448759e-5,9.261871289814505e-7,3.818099007385735e-5
t124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.393151995393126e-5,9.25025675548744e-7,3.4856545629480006e-5
t125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.114913721610268e-5,9.238655535623478e-7,3.207300276966503e-5
t126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5845211870446245e-6,6.777302889577105e-7,3.262251476002335e-6
t127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.584521150171414e-6,6.587800428113754e-7,3.2433011929827895e-6
t128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.584521133821307e-6,6.347827718451215e-7,3.2193039056664285e-6
t129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5845211274922228e-6,6.053986493934671e-7,3.1899197768856897e-6
t130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1146979959362794e-6,5.705608343888214e-7,1.6852588303251007e-6
t131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8669172765798405e-6,22622.18176296728,22622.1817698342
t132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.8424602168266,44683.47867306377,45062.321133280595
t133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16520.407137625953,44683.463087645156,61203.87022527111
t134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23420.055243495954,44683.34890930923,68103.40415280519
t135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23447.41691660188,44682.51453525802,68129.9314518599
t136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23443.457639025062,44676.433042164965,68119.89068119002
t137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15721.695598689728,44632.25201770108,60353.94761639081
t138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1542588691862426e-5,41740.83026747227,41740.83027901486
t139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8700392913089654e-5,10412.585837282159,10412.585865982552
t140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071499185261372e-6,1.2437010754036517e-6,5.315200260665024e-6
t141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071499182546232e-6,1.2451511752433189e-6,5.31665035778955e-6
t142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0714991818720935e-6,1.2465928538894679e-6,5.318092035761561e-6
t143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071499183414935e-6,1.2480217654294262e-6,5.319520948844361e-6
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071499184760378e-6,1.2494329161168315e-6,5.32093210087721e-6
t145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0714991897133e-6,1.2508212079776729e-6,5.322320397690973e-6
t146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071506623854682e-6,1.2521833758890346e-6,5.323689999743717e-6
t147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.201433595079252e-6,1.2658869456094925e-6,5.467320540688744e-6
t148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.167601781366806e-6,1.264308079289193e-6,5.431909860655999e-6
t149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1342677977081716e-6,1.26273114184296e-6,5.396998939551131e-6
t150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071499212028491e-6,1.258164495843227e-6,5.329663707871718e-6
t151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0714993204300335e-6,1.2597028104408906e-6,5.331202130870924e-6
t152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071499280355022e-6,1.2612467754425678e-6,5.33274605579759e-6
t153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071499278079485e-6,1.2627964418362285e-6,5.334295719915713e-6
t154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1584803181847228e-6,1.2643518399625458e-6,3.4228321581472686e-6
t155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.785314710860451e-6,29911.12002642261,29911.120035207925
t156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3183.0725079350977,44683.37758568276,47866.45009361786
t157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15981.76900126237,44682.723947046965,60664.49294830934
t158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21807.026605764255,44677.95819290663,66484.98479867089
t159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23674.331213271955,44643.31833705655,68317.64955032851
t160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22318.631758156112,44393.29321747244,66711.92497562856
t161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12767.54687326296,42649.99993694297,55417.54681020593
t162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3199.496998604283,32786.61744940864,35986.11444801292
t163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.131373860923414e-5,4852.604882307191,4852.604893620929
t164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.723854733072887e-6,8.230808914324239e-7,3.546935624505311e-6
t165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.723854732479967e-6,8.240703782903944e-7,3.5479251107703614e-6
t166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.723854730863374e-6,8.250524959486493e-7,3.548907226812023e-6
t167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7238547307094246e-6,8.260340422505902e-7,3.549888772960015e-6
t168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7238547296430664e-6,8.270137940352393e-7,3.5508685236783057e-6
t169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.860585196571699e-6,8.404345234643421e-7,3.701019720036041e-6
