Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS
t197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.09135245119722,-22.904365061001343
t198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.09135244988437,-22.93303104461784
t199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.09135244791022,-22.96173290617496
t200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.09135244466888,-22.990470690575386
t201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.091352438899776,-23.019244442778188
t202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.09135242851175,-23.04805420779866
t203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.06883748917919,-23.076900030708277
t204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.01981230847947,-23.10578195663514
t205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.019812298861826,-23.1347000307638
t206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.019812293680328,-23.163654298335203
t207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.019812291637294,-23.192644801330317
t208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.019812292485735,-23.221671577619876
t209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.019812299382913,-23.250734669014367
t210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.03549314382724,-23.279834121655824
t211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.09175511549038,-23.308969983365937
t212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.298102774263874,-23.336168971909732
t213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.29810273985955,-23.362801653155255
t214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.29810266890687,-23.38879164251716
t215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.29810256087495,-23.414140611801397
t216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.29810242776649,-23.443444659863452
t217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.29810229465801,-23.472785364549427
t218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.298102161549544,-23.502162771125406
t219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.29810209232349,-23.531576888157918
t220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.2981021707067,-23.561027530028433
t221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.29810223780589,-23.59051503230921
t222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.29810229296775,-23.62003944113198
