Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS
t210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.96473835766013,-23.214041326818865
t211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.91720957565202,-23.24309519573623
t212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.06878308521038,-23.26552579914551
t213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.06878308720109,-23.286758861578186
t214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.0687830880597,-23.30712335707554
t215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.06878308854463,-23.327317998409505
t216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.06878308881313,-23.34846652370202
t217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.06878308902594,-23.377688630827137
t218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.06878308923699,-23.406947313746752
t219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.068783089417366,-23.436242616018408
t220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.068783089500116,-23.465574583247438
t221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.06878308949729,-23.494943261322412
t222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.06878308939761,-23.524348696189307
t223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.068783089095845,-23.553790933851623
t224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.06878308820567,-23.58327002037042
t225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.068783077778676,-23.61278600186442
t226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.860816347205066,-23.642338924510064
t227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.4730538626453,-23.671928834542197
t228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.47305386056057,-23.70155577843052
t229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.47305385847584,-23.732276975187112
